1,False
2,False
3,False
4,False
5,False
8,False
9,False
10,False
12,False
13,False
14,False
16,False
18,False
21,False
22,False
23,False
24,False
25,False
26,False
27,False
28,False
29,False
30,False
31,False
32,False
34,False
35,False
36,False
37,False
38,False
40,False
45,False
50,False
51,False
53,False
54,False
55,False
57,False
58,False
59,False
61,False
63,False
66,False
67,False
68,False
69,False
71,False
72,False
73,False
74,False
75,False
76,False
77,False
78,False
79,False
80,False
81,False
83,False
85,False
86,False
89,False
90,False
91,False
92,False
93,False
94,False
96,False
98,False
99,False
100,False
103,False
105,False
106,False
107,False
109,False
110,False
112,False
117,False
122,False
123,False
129,False
130,False
131,False
132,False
133,False
135,False
137,False
138,False
139,False
140,False
141,False
142,False
144,False
147,False
151,False
152,False
153,False
154,False
155,False
156,False
157,False
159,False
160,False
162,False
163,False
164,False
165,False
166,False
168,False
171,False
177,False
180,False
181,False
182,False
201,False
204,False
205,False
207,False
208,False
213,False
214,False
216,False
231,False
237,False
244,False
245,False
247,False
249,False
250,False
251,False
252,False
253,False
264,False
269,False
275,False
278,False
280,False
281,False
283,False
285,False
288,False
289,False
290,False
291,False
292,False
295,False
296,False
297,False
298,False
299,False
302,False
304,False
313,False
320,False
324,False
325,False
330,False
332,False
333,False
337,False
338,False
343,False
347,False
348,False
349,False
350,False
352,False
354,False
355,False
356,False
357,False
359,False
360,False
362,False
367,False
377,False
378,False
382,False
385,False
386,False
394,False
397,False
399,False
400,False
402,False
403,False
404,False
406,False
407,False
408,False
409,False
410,False
411,False
412,False
413,False
414,False
415,False
416,False
418,False
420,False
421,False
422,False
423,False
425,False
426,False
428,False
431,False
432,False
434,False
435,False
444,False
446,False
447,False
449,False
450,False
453,False
454,False
456,False
463,False
466,False
472,False
475,False
476,False
477,False
478,False
481,False
484,False
493,False
494,False
497,False
498,False
505,False
511,False
515,False
523,False
524,False
525,False
531,False
534,False
537,False
538,False
539,False
565,False
570,False
576,False
597,False
599,False
604,False
619,False
629,False
639,False
642,False
643,False
650,False
655,False
656,False
658,False
661,False
662,False
663,False
664,False
665,False
667,False
668,False
669,False
670,False
672,False
675,False
676,False
678,False
681,False
685,False
698,False
700,False
702,False
703,False
706,False
707,False
759,False
762,False
763,False
764,False
765,False
766,False
771,False
775,False
787,False
792,False
793,False
794,False
797,False
799,False
815,False
816,False
820,False
821,False
822,False
823,False
824,False
825,False
826,False
827,False
828,False
829,False
830,False
831,False
834,False
835,False
840,False
841,False
842,False
848,False
864,False
865,False
866,False
868,False
869,False
870,False
871,False
872,False
